시장명,별점,리뷰
진도군 진도상설전통시장,3.5,"['사람도 너무 없고, 전반적으로 쓸쓸했습니다.', '진도 가시면 중앙시장\n꼭 들르세요..\n추천합니다', '볼게 없네요']"
함평군 월야시장,,[]
함평군 함평천지전통시장,3.5,"['시장은 깨끗한 상점이 별로없고\n이상하게 모바일온누리상품권을 안받습니다.\n함평에서는 모바일온누리상품권 안받기로 약속한듯...', '육회비빕밥거리에서 밥먹고왔어요\n머글만해요 주찬 좀 불편해요~~']"
함평군 해보시장,,[]
해남군 좌일5일시장,5,['그냥']
해남군 북평면남창5일시장,,[]
해남군 우수영5일시장,4.5,"['4, 9 장 입니다']"
해남군 송지산정5일시장,,[]
해남군 해남읍5일시장,4.3,"['해무가 아름다움', '매월 1일과 6일에 오일장이 열립니다\n해남오일장의 면모를 흥미로운 시선으로 이곳저곳 구경해봤어요']"
해남군 화원5일시장,,[]
해남군 남리5일시장,,[]
화순군 능주전통시장,,[]
화순군 동복전통시장,,[]
화순군 사평전통시장,,[]
화순군 이양전통시장,,[]
화순군 화순고인돌전통시장,4.3,"['초등,중등,대학교,현재 총 4번 시장 왔다갑니다 ^^', '생각외로 광주의 어지간한 장들보다 훨씬 커서 놀랐음! 광주와 가까운것도 좋음!', '전통시장 내 우리식당\n팥죽 진짜 맛있어요.\n사장님도 매우 친절하시고 전통적 맛집 이네요.\n흑시...더보기']"
고창군 고창전통시장,4.1,"['오일장 3일,8일\n평상시는 썰렁하니 장날 방문이 좋을 듯\n(상가도 장날만 여는 곳이 많음)']"
고창군 대산전통시장,,[]
고창군 무장전통시장,,[]
고창군 상하전통시장,,[]
고창군 해리전통시장,,[]
고창군 흥덕전통시장,,[]
군산시 군산주공시장,,[]
군산시 역전종합시장,4.5,"['뭐! 볼 게 없네요.\n군산만의 특색 이런 게 없네요.\n시장하고 하기에 그닥.', '25.2.22. 군산 여행중\n역전종합시장,공설시장,양키시장,순대국거리\n들름~~', '참 좋아요  주차시설도  넓고 ..!!  \n군산에서만 먹을  수  있는  매운잡채,  생선등이  싱싱해요', '구경도하고 장도 봤는데 \n말린새우 저렴히 잘 샀네요\n동태전도 샀는데 큼직하니 맛있었습니다', '1번 야채가게 많이 이용해주세요 ㅎㅎ']"
군산시 대야전통시장,4.3,"['1.6장', '대야오일장은1,6일\n장이크게서고,간식먹거리많고,종류별로 물건많고\n가격도저렴했다\n장날엔 국밥이...더보기', '별로', '대야5일장의\n장 서는날은 1,6일입니다.', '전통시장 대야 5일장 4/26 방문 인파가 엄청나요']"
군산시 명산시장,2,"['먼거리 힘들게 찾아갔는데\n제발 화장실 좀 맘대로 좀 쓰게합시다\n무슨 화장실문화가 이리 야박한지', '야시장은 휴업중이에요']"
군산시 군산공설시장,3.9,"['그저 그리운곳입니다. 군산.', '매운잡채는 맛이 괜찮았고 떡볶이는 별로였습니다. 가신다면 매운 잡채 추천합니다. 덜 맵게 해달라고 하니 맵진 않았습니다.', '주중에는 조용함  주차장 좋아요', '물건이 다양하고 일층에 죽있는 생선판매대 생선구경 재미있고 큰마트도 있어요. 1층 반찬집과 횟집 친절하고 가격 괜찮고요. 2층에는 옷집 및 수선집들이 있고 청년몰에서...더보기', 'The biggest traditional market in town.  It has a big selection of goods.', '주차 공간 넓다\n건물 전체가 냄새때문에\n시장 제대로 둘러보지 못하고 그냥 나왔다', '입구. 주차장도. 있고,  중동 국밥집 자주가는곳이에요', '청년몰 아니고…중장년몰…', '친절하십니다.\n아이들하고 가서 떡도 사고 덧버선도 사고 김도 사고 밥도 먹고..\n추운날이었는데 한상점 사장님이 찐달걀도 챙겨주시...더보기', '온라인 온누리 상품권 사용 됩니다~\n그리고 칼국수면가게 엄청 싸고 양 많습니다~\n익산에서 놀러왔는데 재미있게 구경하고 가네요', '건물안이라 시원하고 쾌적해요~\n건물밖에도 시장이 이어서 있는데 여기는 찐시장느낌나네요\n여기저기 구경도하고 장도 보고 잘 보고 갑니다~', '매운잡채안먹으면 후회함']"
군산시 군산신영시장,3.8,[]
김제시 원평공설시장,,[]
김제시 김제전통시장,,[]
김제시 금만시장,,[]
남원시 남원공설시장,3.5,"['저는 남원에서 40년 가까지 거주하는 시민입니다\n하지만....\n장날 시장가는게 꺼려지네요\n몇몇 상인들이 ...더보기', '남원 장날: 4/9/14/19/29일.\n\n1970년에 개설되었으며, 매월 4일, 9일, 14일, 19일, 24일, 29일에 개장하는 정기 시장이고 일부 점포는 상설...더보기', '차 시간이 남아서 가봤습니다. 택시에서 내려선 한산한 것 같았는데 들어갈수록 넓어서 놀랐고 목욕탕까지 들르니까  시간이 훅 지나갔습니다. 손질된 죽순이 싸고 맛있습니다.', '아무것도 없는 시장', '고추가 엄청 좋아요~', '오 튀밥집이 아직 있네']"
남원시 남원인월시장,4,"['흑돼지에 피순대 맛있어요~~~', '장날 3일 8일']"
남원시 용남시장,1,['금요일 점심에 왔는데 다 문닫혀있어서 간식거리 살수있는게 아무것도 없었어요..']
무주군 무주시장,3.3,"['주말인데도 사람이 없네요', '주변 한바퀴 걸어보아요~', '장날에 가면 모르겠지만 상설은 볼거리가 하나도 없습니다. 그나마 갈만한 천마꽈배기집도 한낮에도 꽈배기가 없어요. 그리고 개고기 파는 집이 있어서 기분 개잡칩니다.', '볼 것 없는 시골시장~', '무주군 반딧불이시장 어탕집.', '천마찹쌀꽈배기 정말 맛나네요~', '1,6 오일장']"
무주군 무풍시장,,[]
무주군 설천시장,,[]
무주군 안성시장,,[]
부안군 부안상설시장,4,"['바가지 없고 친절하신 상인분 만나서 만족스러웠습니다', '회 뜨러 자주 가고 있습니다.\n가격 만족~~', '4.9일 장날\n주차장.화장실 좋아요~~~\n친절하시고요!!!', '겨을이라 설숨어가 맛있고 기격도 저렴해서 좋아요', '가격대비 물건이 넘 좋아 써요', '해신 수산에서 사기 당함', '회포장은 안하는걸로ㅜㅜ', '부안 줄포만갯벌생태공원 여행중에 잠깐 들러서 시장 구경하고 점심도 사먹으러 들렸습니다. 워낙 한적한 곳이라 주차하기도 편하고 시장 구경하며 장보기도 좋은 곳이였습니다 근처 초밥집에서 한끼때우고 갔네요.', '상당히 화려한 수산시장. 냄새도 별로 안나요.']"
부안군 줄포시장,,[]
순창군 동계시장,,[]
순창군 순창시장,3,"['5일장ㅋ\n장날인지 모르게 작은데...?\n내가 큰장만 다녔나?', '시장안 노포 짜장면 ~ 우동집\n너무 맛있고 어릴때 엄마랑\n시장 노점에서 먹었던...더보기', '5일장이라고 하는데 대규모는 아니었고 장날이 아니면 주차는 편리합니다']"
완주군 고산미소시장,3.7,"['맛있어요. 왜 맛있지', '고산미소시장 이름달고 운전하는 차량\n운전 좀 개같이 하지...더보기', '왜 많은 사람들이 이곳을 찾는지!\n특히 어르신들이 많이 오시는 곳!']"
완주군 봉동시장,4,[]
완주군 삼례시장,4.5,"['삼례오일장 3,8일\n깻끗하게 잘되어있고\n 강아지와함께라 쉴수있는 ...더보기', '안녕하세요! 삼례시장 상인회입니다.\n먼저 삼례시장(현대화시장, 청년몰, 5일장)을 찾아주시고...더보기', '명절에 갔더니 코로나때문인지\n고향에 내려온 사람이 적어서인지\n썰렁하더라구요.활성화되기를 바랍니다.', '5일장 매주 3일,  8일\n전주익산인근이다 보니 삼례보다는 외지인이 더 많은 장날\n규...더보기']"
익산시 익산금마시장,,[]
익산시 익산장,,[]
익산시 여산시장,3,[]
익산시 함열시장,,[]
익산시 익산 구시장,,[]
익산시 익산남부시장,,[]
익산시 매일시장,5,"['너무 좋아 \n튀김에 떡볶이 먹었는데\n아가다루듯 챙겨주시늕사장님 ...더보기', '제가 겪은 매일시장 상인분들은 다 친절하십니당!! 코로나때문에 힘들어서 그렇지ㅠ 조금이라도 대화를 나눠보면 각자 장사철학도 있고 사장님들끼리도 친하시고 화기애애한...더보기']"
익산시 황등시장,4,['좋아요']
임실군 강진시장,3,['교통이 아주 불편해요']
임실군 관촌시장,1,['폐장된 곳입니다.\n상점이 모두 문을 닫았네요..ㅜㅜ']
임실군 오수시장,,[]
임실군 임실시장,4,['임실5일장 6일 11일']
장수군 산서시장,,[]
장수군 장계시장,,[]
장수군 장수시장,,[]
전주시 모래내시장,4.3,"['모래내시장은 궁금해서 방문했던 곳이에요. 반찬가게가 맛있다던데 여행 중이라 사오진 못했습니다. 완전 로컬 시장이라서 여행객보다는 지역주민분들이 주로 이용하는 시장이에요.', '재래시장이 새롭게 단장 되었습니다', '역시 시장인심이 좋아용', ""지도에 춘식이가 나온 이유는 아래 기사에 나와있오용ㅎ\n\n카카오는 지도 서비스 카카오맵에서 '우리동네 단골시장 서울에서 제주까지'...더보기"", '왜 춘식이가 있죠??', '여러가지 음식들이 많아서 좋았어요', '전주에\n첫 아침..\n시장 구경....더보기']"
전주시 전주신중앙시장,,[]
전주시 전주남부시장,3.8,"['먼저 정리가 잘 되어있고 위생이 너무 좋아요. 여기에 1박 2일이 방문해서 먹어본 것도 먹었는데 너무 맛있었어요. 단백질 하늘정원은 분위기가 어둡고 깨끗하지는 않아요. 너무 좋았어요.', '먹을건 정말 많은데 먹을 수 있는 공간이 좀 부족해서 개선되어야 할듯 합니다\n하늘정원에도 테이블 놓을 수 있는 자리가 많던데 앉을 자리는 없었고 어딜가나 사...더보기', '셋중에 육전이 제일 나은듯!!!\n로띠는 줄이 너무 길어서 못 먹어봐서 아쉽\n곱창집도 ...더보기', '마라크림새우 진쫘 꼭 드세요,,,, 너무 맛있음 또 먹고 싶다ㅠㅠㅠㅠ 닭발은 소울푸드라 참을 수 없음 너무 맛쪼아요??\u200d??', '다른데서 뭘 다 먹고와서 뭘 먹지는 못했는데\n다양하게 먹을거면 그냥 여기서 먹는게 나을듯\n길 양쪽이랑 가운데 매대가 있는 신기한 구조\n중...더보기', '평범', '가격 야시장인거 감안하면 괜찮은 편이라 봅니다 음식들도 대체로 다 맛있고 먹을 장소도 꽤 많고\n야시장에서만 먹을 수 있는 특별한 메뉴가 ...더보기', '야시장 내에 타코집! 정말 맛있어요\n한번 먹고 맛있어서 바로 다시 가서 또 먹었습니다. 사장님, 서울에 가게 차리셨으면 좋겠어요!...더보기', '가격은 비쌈', '전주는 다른 방향의 야시장을 만들엇으면\n이건 텃세부리는 상인들이 즐비하네 ㅎㅎㄹ여행오면 굳이', '나름 괜찮은것 같아요 ~', '아무것도 안먹고 그냥 구경만', '피꼬막 최고 ??', '사격 500발 사격장은 500발 절대 안돼요\n그리고 옆에서 침착하게 두발씩 쏘면 옆에서 난사해서 신경 거슬리게 합니다\n절대 하지마세여', '먹을거리 많아서 좋습니다', '혼잡하지만, 가끔가면 재밌습니다']"
전주시 서부시장상점가,,[]
전주시 전주중앙상가,4,['친절하고 비싸다. 사람들이 왜 다이소를 가는지 알 것 같다.']
정읍시 샘고을시장,4.5,"['각종 농산물이 신선해보였습니다. 시골인심 좋습니다.', '정읍에 놀러갔다가 샘고을시장(구시장이라고도 하네요)에 들어가면 온갖 것들이 있고, 길도 복잡해서 길 잃기 딱이예요. ㅎㅎ\n시골장터의 푸근한 인심과 호객행위 없는 것이 제일 좋더군요.', '저렴한 가격과  농산물 품질이 좋아요.\n더불어 출출할때 팥죽도 맛있네요', '시장이에요 있을거 다 있는곳', '작아용', '100년 전통의 옛 시장']"
정읍시 신태인시장,,[]
정읍시 정읍연지시장,1.5,['일찍 마치고 빈 가게가 많고 없는것들이 더 많아요']
진안군 진안고원시장,2,[]
경산시 경산공설시장,,[]
경산시 자인공설시장,3.4,"['한번가본걸로~~', '좋아요. 가격\n좋아요. 주차']"
경산시 하양공설시장,4.7,"['하양 시장 너무 좋아요\n계절 상관 없이 시원하고 따뜻한 곳 !', '장날에 주차가 어렵지만 시장느낌 풍성해요', '규미네 반찬가게 맛과 친절 최고예요', '갓 반죽해서 튀겨나온 어묵 2개 500원부터~\n살얼음 식혜 250ml? 작은 페트병 천원\n싱싱하고 저...더보기']"
경주시 감포시장,4.2,"['평일에는 주차 좋으나 장날은', '시장 사장님들이 친절하셨습니다', '그냥 다른 재래시장보단 규모가 작았지만 있을건 다 있어서 구경하고 왔어요^^', '끝에 횟집 좋아요. 바구니도 뚫린 걸로 무게 달고 서비스로 멍게도 주셨어요! 잘 먹었습니다', '제일 끝에 회 파는 가게 아주머니. 너무 너무 회 손질도 잘 해 주시고 저울로 정확하게 무게 달아서 아주 정직하게 손님들에게 회를 파셔서 너무 기분좋게 포장하고 갑니다.']"
경주시 건천시장,,[]
경주시 불국시장,4.5,"['불국사 주차장 남쪽에 있는 시장, 시장이라기보다는 식당가 입니다.  커피숍, 식당,  휴게시설, 화장실 등이 있습니다.', '주차장은 많은데 주차 공간이 없어요…']"
경주시 봉황중심상가시장,,[]
경주시 경주중앙시장,3.3,"['중앙회센터에서 포장 주문하면 좋아요', '경주 중앙시장 내에 위치한 건천식당\n가성비.맛.최고', '야시장에 부페', '다른 건 모르겠고 떡볶이는 심각하게 맛없었음. \n고추장맛이 아예 안 남 그냥 떡\n떡은 쫄깃하던데요 양념이 없으심', '아주 개같음 늙은 할망구들 얼굴에 웃음이라곤 1도 없고. 내장 비싸다고 지○○○○ 돈독 올라서 꼬마 김밥 한줄 5천원 받아 쳐먹음.  다씨는\n안옴', '구역이 잘 나뉘어져있어서 먹거리 사러 가는데 찾기 쉬웠어요\n날씨탓인건지 오후5시쯤인데 사람이 없네요. 닭강정 맛있게 먹고 나머지는 그럭저럭이요. 떡볶이.순대는 인천보...더보기', '음....  야시장... 한번 가봤음 됐어요.', '와. 시장에서 장사하시는 분들. 모두 무뚝뚝.~~^^\n다시 생각해 보니 별3-->별2', '치즈볼떡갈비 최악.. 겨울인데 쉬었어요 굳이 싸우고 언쟁하고싶지않아서 그냥 버리고 왔네요\n이러면 누가 ...더보기', '밤마실 잠시가기는 그럭저럭이나 음식이 대체로 맛있다\n할맛은 없고 특히 랍스터가 냉동에 치즈발라논 질긴맛 ㅜ\n두번 갈곳은 아녀요.', '야시장 라인에 치즈랍스터랑 새우 판매하는 곳 가지마세요 여사장님 말하는게 전형적인 싸우자는 말투...\n12,000원 도시락 네 칸 ...더보기', '4가지 맛볼수있고 12,000원! 너무 좋아요!', '하절기는 오후 11시까지라고 적혀있어서 9시 반에 입장해서 도시락으로 했는데 찹스테이크 파는 곳에서 누가 이 시간에 도시락을 먹냐, 이미 다 포장했는데 하며 궁시렁거리면서 담아주시네요 ^^...더보기']"
