시장코드,시장명,지번주소,도로명주소,시도,시군구,시장개설주기,점포수,개설연도,취급품목,아케이드,엘리베이터/에스컬레이터,고객지원센터,스프링쿨러,화재감지기,유아놀이방,종합콜센터,고객휴게실,수유센터,물품보관함,자전거보관함,체육시설,간이도서관,쇼핑카트,외국인안내센터,고객동선통로,방송센터,문화교실,공동물류창고,시장전용고객주차장,교육장,회의실,자동심장충격기,공중화장실,주차장,위도,경도,전화번호
a63040001,신태인시장,전라북도 정읍시 신태인읍 신태인리 85-10,전라북도 정읍시 신태인읍 신태인2길 14,전라북도,정읍시,3일+8일,46,1917,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,35.68729048,126.8865678,063-571-3181
a63040003,정읍연지시장,전라북도 정읍시 연지동 44,전라북도 정읍시 연지시장 3길 50-9외,전라북도,정읍시,매일,39,1958,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,,,063-532-5380
a63320001,진안고원시장,전라북도 진안군 군상리 406-7,전라북도 진안군 진안읍시장1길16,전라북도,진안군,4일+9일,70,1918,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,35.79262491,127.4294275,063-433-4554
a54100001,경산공설시장,경상북도 경산시 서상동 10,경상북도 경산시 경안로31길 19,경상북도,경산시,5일+10일,200,1956,농산물+수산물+가공식품+의류+신발+음식점,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.82052133,128.735749,053-816-9933
a54100002,자인공설시장,경상북도 경산시 자인면 서부리 254,경상북도 경산시 자인면 자인로 206-4,경상북도,경산시,3일+8일,54,1969,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.81649983,128.8229427,
a54100003,하양공설시장,경상북도 경산시 하양읍 금락리 35-6,경상북도 경산시 하양읍 대학로 1543,경상북도,경산시,4일+9일,109,1931,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,35.91562378,128.8192553,053-856-0202
a54020001,감포시장,경상북도 경주시 감포리 436-1,경상북도 경주시 감포로115,경상북도,경주시,3일+8일,54,1959,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.80410761,129.502011,054-771-1102
a54020014,건천시장,경상북도 경주시 건천읍 건천리 339-4,경상북도 경주시 건천읍 내서로 1131-1,경상북도,경주시,5일+10일,40,1914,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.84830099,129.1048124,
a54020004,불국시장,경상북도 경주시 구정동 429-7,경상북도 경주시 불국로 장터길 24,경상북도,경주시,4일+9일,34,1965,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.77575677,129.3011741,
a54020018,봉황중심상가시장,경상북도 경주시 노동동 230,경상북도 경주시 원효로 89,경상북도,경주시,매일,510,2010,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,Y,35.84221396,129.2106571,
a54020013,경주중앙시장,경상북도 경주시 성건동 339-2,경상북도 경주시 금성로 295,경상북도,경주시,2일+7일,745,1983,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.84395286,129.2067435,054-772-5322
a54020017,북부상가시장,경상북도 경주시 성건동 629-10,경상북도 경주시 금성로 396번길 7,경상북도,경주시,2일+7일,118,2011,음식점,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.8534885,129.2075834,
a54020008,경주성동공설시장,경상북도 경주시 성동동 51-1번지 일원,경상북도 경주시 원화로 281번길 11-11,경상북도,경주시,매일,587,1971,농산물+음식점,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.84554647,129.2162805,054-772-4226
a54020009,안강공설시장,경상북도 경주시 안강읍 양월리 1350-1,경상북도 경주시 안강읍 비화중로 3길 26-3,경상북도,경주시,4일+9일,386,1923,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.9903076,129.2217101,
a54020011,양북시장,경상북도 경주시 양북면 어일리 1295-556,경상북도 경주시 양북면 감은로 53-8,경상북도,경주시,5일+10일,38,1942,농산물,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.79041062,129.4412131,
a54020005,불국사상가시장,경상북도 경주시 진현동 66-5,경상북도 경주시 진현로1길 59-5,경상북도,경주시,매일,55,1974,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.78599622,129.3278528,054-746-6666
a54020010,양남시장,경상북도 경주시 하서리 1502,경상북도 경주시 하서중앙길 56-28,경상북도,경주시,4일+9일,92,1943,가공식품+음식점,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,35.67521448,129.4638468,054-744-2008
a54020015,황남상가시장,경상북도 경주시 황남동 307-1,경상북도 경주시 포석로1058-7,경상북도,경주시,매일,51,1969,농산물+의류,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35.83566075,129.2103092,054-701-0030
a54020016,경주중심상가시장,경상북도 경주시 황오동 234-1,경상북도 경주시 태종로 791번길16,경상북도,경주시,매일,285,2008,의류,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,35.84225687,129.2146864,054-774-5689
a54020019,북정로중심상가시장,경상북도 경주시 황오동 242-4,경상북도 경주시 북정로 15,경상북도,경주시,매일,130,1960,가공식품+의류+신발+가정용품+음식점,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,35.84229272,129.2151854,
a54370001,고령대가야시장,경상북도 고령군 대가야읍 지산리 222-2,경상북도 고령군 대가야읍 시장3길29,경상북도,고령군,4일+9일,80,1983,농산물+수산물+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.72730911,128.2666727,054-954-5445
a54050001,제일시장상가,경상북도 구미시 공단동 264-18,경상북도 구미시 1공단로 192,경상북도,구미시,매일,44,1987,농산물+레코드 서점,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,36.10172307,128.3841129,
a54050002,구미공단종합시장,경상북도 구미시 공단동 107,경상북도 구미시 수출대로3길107,경상북도,구미시,매일,43,1983,가공식품+의류+가정용품+음식점,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,36.12063838,128.3715387,
a54050015,구미파크시장,경상북도 구미시 도량동 77,경상북도 구미시 송동로 154,경상북도,구미시,매일,39,1994,축산물+가공식품+의류+가정용품+음식점,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,36.14936268,128.3254726,
a54050011,선산봉황시장,경상북도 구미시 선산읍 완전리 253,경상북도 구미시 선산읍 단계동길 24,경상북도,구미시,2일+7일,314,1994,축산물+가공식품+의류+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,36.23951857,128.300921,
a54050022,신평전통시장,경상북도 구미시 신평동 150-4,경상북도 구미시 칠성로6길 48,경상북도,구미시,매일,67,2015,농산물+축산물+수산물+가공식품+의류+가정용품+음식점+근린생활서비스,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,36.12315363,128.361175,
a54050005,구미새마을중앙시장,경상북도 구미시 원평동 117-20 외,경상북도 구미시 구미중앙로9길 11,경상북도,구미시,1일+6일,100,1975,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,36.13085045,128.3297934,054-452-3611
a54050006,금오시장,경상북도 구미시 원평동 1028-2,경상북도 구미시 금오시장로13,경상북도,구미시,매일,125,1985,음식점+판매시설,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,36.12611615,128.3406025,
a54050017,현대유통쇼핑센타,경상북도 구미시 원평동 119-2,경상북도 구미시 구미중앙로 61-6,경상북도,구미시,매일,78,1985,가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,36.1300276,128.3300461,
a54050020,구미종합상가,경상북도 구미시 원평동 119-15,경상북도 구미시 구미중앙로9길 14-6,경상북도,구미시,매일,54,1985,의류+음식점,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,36.13050981,128.3304431,
a54050021,종합제일시장,경상북도 구미시 원평동 118-31,경상북도 구미시 구미중앙로9길 7,경상북도,구미시,매일,59,2006,농산물+축산물+수산물+가공식품+음식점,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,36.13031135,128.329651,
a54050003,구미산업유통단지,경상북도 구미시 임수동 92-9,경상북도 구미시 3공단1로 302-7,경상북도,구미시,매일,728,1995,음식점+산업용 공구판매,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,36.10987904,128.4026465,054-473-4089
a54050014,장천시장,경상북도 구미시 장천면 상장리 918,경상북도 구미시 장천면 상장5길 4,경상북도,구미시,5일+10일,52,1959,농산물+의류+가정용품+음식점,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,36.12569593,128.4934096,
a54050016,해평공설시장,경상북도 구미시 해평면 낙성리 138,경상북도 구미시 해평면 해평시장3길,경상북도,구미시,4일+9일,85,1959,농산물+의류+음식점,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,,,
a54050018,형곡시장프라자,경상북도 구미시 형곡동 147-1,경상북도 구미시 형곡서로 121,경상북도,구미시,매일,100,1992,가공식품+의류+신발+가정용품+학원,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,36.11287628,128.3343324,054-452-9662
a54050019,형곡중앙시장,경상북도 구미시 형곡동 321,경상북도 구미시 형곡로 186,경상북도,구미시,매일,76,1993,농산물+축산물+수산물+가공식품+의류+가정용품+음식점+개인 사무실,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,36.10631862,128.3365202,
a54310001,군위전통시장,경상북도 군위군 군위읍 서부리 18-1,경상북도 군위군 군위읍 중앙6길 4-1,경상북도,군위군,3일+8일,52,1954,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,36.23975138,128.5679239,054-383-0400
a54310004,의흥시장,경상북도 군위군 의흥면 읍내리 594-1,경상북도 군위군 의흥면 읍내5길 7,경상북도,군위군,5일+10일,21,1954,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,36.17425304,128.7163324,
a54030003,부곡시장,경상북도 김천시 부곡동 409-1번지 일원,경상북도 김천시 부곡시장2길 16,경상북도,김천시,매일,18,1980,수산물+가공식품+음식점+제조,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,36.12583274,128.1042234,
a54090002,가은아자개시장,경상북도 문경시 가은읍 왕능리 275-26,경상북도 문경시 가은읍 가은5길 7,경상북도,문경시,4일+9일,95,1981,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,36.64660911,128.0609864,
a54090005,문경전통시장,경상북도 문경시 문경읍 하리 88-2,경상북도 문경시 문경읍 문희로 41-15,경상북도,문경시,2일+7일,66,1965,농산물+축산물+수산물+가공식품+가정용품+음식점,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,36.73554396,128.1074789,
a54090001,문경시중앙시장,경상북도 문경시 점촌동 197-14,경상북도 문경시 중앙로 87,경상북도,문경시,매일,43,1997,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,36.59353126,128.1973386,054-555-2326
a54090006,점촌전통시장,경상북도 문경시 흥덕동 794-1,경상북도 문경시 신흥시장길 19,경상북도,문경시,3일+8일,100,1997,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,36.60139203,128.2041655,054-553-7780
a54090007,문경중앙시장,경상북도 문경시 흥덕동 794-1,경상북도 문경시 중앙시장길32-10,경상북도,문경시,매일,238,1954,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,36.60139203,128.2041655,054-552-1123
a54410001,봉화상설시장,경상북도 봉화군 봉화읍 내성리 419-20,경상북도 봉화군 봉화읍 신시장 6,경상북도,봉화군,2일+7일,136,1980,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,36.89035705,128.7349397,054-673-5945
a54410003,봉화내성시장,경상북도 봉화군 봉화읍 내성리 192-1,경상북도 봉화군 봉화읍 내성로5길 13 군민행복센터(1층),경상북도,봉화군,2일+7일,105,1980,농산물+축산물+가공식품+신발+가정용품+음식점,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,36.88898151,128.7394689,054-672-4800
a54410002,억지춘양시장,경상북도 봉화군 춘양면 의양리 357-29,경상북도 봉화군 춘양면 의양로 60,경상북도,봉화군,4일+9일,143,1971,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,36.93636393,128.9130448,054-674-3808
a54080004,상주중앙시장,경상북도 상주시 남성동 85-10,경상북도 상주시 남성로35,경상북도,상주시,2일+7일,149,1987,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,36.41319426,128.1608286,
a54080008,풍물시장,경상북도 상주시 남성동 113-28,경상북도 상주시 풍물시장길16,경상북도,상주시,2일+7일,60,2013,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,36.41285383,128.1606228,
a54080009,남성시장,경상북도 상주시 남성4길 43 일원,경상북도 상주시 남성4길 43,경상북도,상주시,2일+7일,130,2019,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,36.41440724,128.1621176,
a54080003,은척시장,경상북도 상주시 은척면 봉중리383-2,경상북도 상주시 은척면 봉중1길 16-1,경상북도,상주시,4일+9일,35,1968,농산물+축산물+의류+신발+가정용품+음식점,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,36.53266774,128.0729549,
a54080005,함창시장,경상북도 상주시 함창읍 구향리 122,경상북도 상주시 함창읍 함창시장길4514,경상북도,상주시,1일+6일,82,1951,농산물+축산물+수산물+가공식품+가정용품+음식점,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,,,
a54080006,화령시장,경상북도 상주시 화서면 신봉3리 128-7,경상북도 상주시 화서면 화령남6길 7,경상북도,상주시,3일+8일,50,1965,농산물+축산물+수산물+의류+신발+가정용품+음식점,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,36.44479088,127.9506951,
a54380002,성주시장,경상북도 성주군 성주읍 경산리 718-63,경상북도 성주군 성주읍 시장길43,경상북도,성주군,2일+7일,44,1887,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,35.91446517,128.2851065,
a54040002,안동구시장,경상북도 안동시 서부동 181-1,경상북도 안동시 번영1길 55,경상북도,안동시,매일,266,1946,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,36.56580955,128.7278751,054-858-9002
a54040011,중앙신시장,경상북도 안동시 옥야동 285-1,경상북도 안동시 대안로98-15,경상북도,안동시,2일+7일,421,1970,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,36.56512446,128.7241627,054-842-0040
a54040015,용상공설시장,경상북도 안동시 용상동 1242,경상북도 안동시 경동로 862,경상북도,안동시,매일,69,1976,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,36.55947454,128.7501611,054-821-0640
a54040003,북문시장,경상북도 안동시 율세동 410-5,경상북도 안동시 북문옥정길 25,경상북도,안동시,2일+7일,66,1970,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,36.56852384,128.7326141,
a54040004,안동서부시장,경상북도 안동시 태화동 60-12,경상북도 안동시 대안로 22번지,경상북도,안동시,2일+7일,118,1980,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,36.56527506,128.7149733,054-854-4554
a54040016,풍산공설시장,경상북도 안동시 풍산읍 하리리 234-6,경상북도 안동시 풍산읍 하리들길 7-1,경상북도,안동시,3일+8일,35,1917,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,36.57720568,128.5765756,
a54040001,구담공설시장,경상북도 안동시 풍천면 구담리 494-1,경상북도 안동시 풍천면 섬마길 7-9,경상북도,안동시,4일+9일,70,1962,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,36.54175206,128.4647059,
a54350001,강구시장,경상북도 영덕군 강구면 오포리 535,경상북도 영덕군 강구면 강구시장1길 8-2,경상북도,영덕군,3일+8일,52,1919,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,36.35834827,129.3795018,
a54350002,남정시장,경상북도 영덕군 남정면 장사리365,경상북도 영덕군 남정면 진불1길 31-3,경상북도,영덕군,2일+7일,20,1986,농산물+수산물+가공식품,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,36.28554787,129.3728791,
a54350005,영해만세시장,경상북도 영덕군 영해면 성내리 468-1,경상북도 영덕군 영해면 예주시장5길 21,경상북도,영덕군,5일+10일,176,1965,농산물+축산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,36.54089457,129.407185,
a54340001,영양시장,경상북도 영양군 영양로 영양읍 서부리 288-3,경상북도 영양군 영양로 영양읍 시장5길 4,경상북도,영양군,4일+9일,80,1918,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,,,054-683-1058
a54060004,풍기인삼시장,경상북도 영주시 서부리 145-3,경상북도 영주시 풍기읍인삼로8,경상북도,영주시,매일,50,2003,농산물,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,36.87302772,128.5236126,054-636-7948
a54060002,영주골목시장,경상북도 영주시 영주동 315-6,경상북도 영주시 구성로 360번길 15-1,경상북도,영주시,매일,77,2006,농산물+의류+음식점,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,36.82449267,128.6229875,054-637-0078
a54060010,영주중앙시장,경상북도 영주시 영주동 547,경상북도 영주시 영주로 192번길 10-1,경상북도,영주시,매일,58,2006,농산물+축산물+가공식품,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,36.8257389,128.6209769,
a54060011,선비골전통시장,경상북도 영주시 영주동 373-5,경상북도 영주시 중앙로 83번길40,경상북도,영주시,매일,95,2009,농산물+축산물+수산물,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,36.82425135,128.6231913,
a54060015,영주문화시장,경상북도 영주시 영주동 376-1,경상북도 영주시 중앙로 83번길 32,경상북도,영주시,매일,190,2010,가공식품+의류+신발,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,36.8239126,128.6235074,054-633-0918
a54060013,풍기중앙시장,경상북도 영주시 풍기읍 성내리 1-4,경상북도 영주시 풍기읍 동성로 73,경상북도,영주시,매일,69,2006,가공식품+의류+가정용품,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,36.8706025,128.5281959,
a54060016,풍기선비골인삼시장,경상북도 영주시 풍기읍 산법리 446-4 8,경상북도 영주시 풍기읍 소백로 2156,경상북도,영주시,매일,68,2019,농산물,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,36.88850301,128.5406893,054-636-3450
a54060017,풍기토종인삼시장,경상북도 영주시 풍기읍 성내리 148,경상북도 영주시 풍기읍 인삼로 40,경상북도,영주시,매일,50,2009,농산물,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,36.87028584,128.5224255,054-633-2379
a54060007,영주소백쇼핑몰,경상북도 영주시 하망동 364-30,경상북도 영주시 중앙로 80번길 33-12,경상북도,영주시,매일,92,2005,가공식품+의류+가정용품,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,36.8234917,128.6261751,054-631-4603
