시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
인왕시장,상설장,서울특별시 서대문구 인왕시장길 24 홍제동,서울특별시 서대문구 홍제3동 298-7,매일,37.59076112,126.943681,96,농산물+축산물+수산물+가공식품+음식점,,https://www.instagram.com/inwang_sijang/,Y,Y,1972,02-394-8989,2024-11-04,B553077,소상공인시장진흥공단
영천시장,상설장,서울특별시 서대문구 통일로 189-1 영천시장,서울특별시 서대문구 영천동 323,매일,37.57033385,126.961853,138,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1960,02-343-5350,2024-11-04,B553077,소상공인시장진흥공단
포방터시장,상설장,서울특별시 서대문구 포방터길 43,서울특별시 서대문구 홍은동 9-123,매일,37.5986742,126.9488953,88,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1960,02-396-3835,2024-11-04,B553077,소상공인시장진흥공단
유진상가,상설장,서울특별시 서대문구 홍은동 통일로 484,서울특별시 서대문구 홍은동 48-84,매일,37.59171586,126.9430235,61,농산물+가공식품+의류+신발+가정용품+음식점+가전,,,Y,Y,1970,,2024-11-04,B553077,소상공인시장진흥공단
양재시장,상설장,서울특별시 서초구 남부순환로356길 15 양재동,서울특별시 서초구 양재동1-7,매일,37.48430625,127.0379675,35,축산물+가공식품+의류+신발,,,Y,N,1981,,2024-11-04,B553077,소상공인시장진흥공단
남부종합시장,상설장,서울특별시 서초구 방배중앙로 27길 17,서울특별시 서초구 방배동 767-1 남부종합시장,매일,37.49499733,126.9848131,134,농산물+가공식품+가정용품+음식점,,,Y,Y,1978,02-599-6735,2024-11-04,B553077,소상공인시장진흥공단
금남시장,상설장,서울특별시 성동구 금호산2길 32 2층,서울특별시 성동구 금호동3가 308,매일,37.54862374,127.0230443,117,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1962,02-2252-5302,2024-11-04,B553077,소상공인시장진흥공단
마장축산물시장,상설장,서울특별시 성동구 마장로35길 68 4층,서울특별시 성동구 마장동 439-1 4층,매일,37.57068419,127.0412827,847,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1963,02-2281-4446,2024-11-04,B553077,소상공인시장진흥공단
뚝도시장,상설장,서울특별시 성동구 성수이로 32-15,서울특별시 성동구 성수동2가 335-16,매일,37.53780127,127.0548196,141,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1962,02-464-4426,2024-11-04,B553077,소상공인시장진흥공단
용답상가시장,상설장,서울특별시 성동구 용답중앙길 59,서울특별시 성동구 용답동 57-17,매일,37.56417453,127.0525299,167,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2011,02-2214-4326,2024-11-04,B553077,소상공인시장진흥공단
돈암시장,상설장,서울특별시 성북구 동소문로 18길 12-3,서울특별시 성북구 동소문동5가 59-1,매일,37.59166549,127.0157161,109,농산물+수산물+가공식품+음식점,,,Y,N,1952,02-926-5133,2024-11-04,B553077,소상공인시장진흥공단
길음시장,상설장,서울특별시 성북구 동소문로 227 길음동,서울특별시 성북구 길음동 535-8 길음시장,매일,37.60278279,127.0215958,86,농산물+축산물+수산물+가공식품+의류,,,Y,Y,1960,02-909-0926,2024-11-04,B553077,소상공인시장진흥공단
정릉시장,상설장,서울특별시 성북구 보국문로11길 18,서울특별시 성북구 정릉동 400-8,매일,37.60846962,127.0096832,114,농산물+축산물+수산물+가공식품,,,Y,Y,1970,070-4126-0098,2024-11-04,B553077,소상공인시장진흥공단
장위전통시장,상설장,서울특별시 성북구 장위로 36길 46-1,서울특별시 성북구 장위동 68-225,매일,37.61206308,127.0508053,64,농산물+축산물+수산물+가공식품+신발,,www.facebook.com jangwimaket,Y,Y,1960,070-7799-9129,2024-11-04,B553077,소상공인시장진흥공단
정릉아리랑시장,상설장,서울특별시 성북구 정릉로26가길 36,서울특별시 성북구 정릉동 443-1,매일,37.60276623,127.0110414,51,농산물+축산물+수산물+가공식품+음식점,,,N,N,1960,,2024-11-04,B553077,소상공인시장진흥공단
돌곶이시장(구 석관황금시장),상설장,서울특별시 성북구 한천로 73길 33,서울특별시 성북구 석관동 279-16,매일,37.60950239,127.0616561,82,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1970,070-8952-5598,2024-11-04,B553077,소상공인시장진흥공단
방이시장,상설장,서울특별시 송파구 가락로 243,서울특별시 송파구 방이동 124-20,매일,37.50995926,127.1178663,138,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1986,,2024-11-04,B553077,소상공인시장진흥공단
마천중앙시장,상설장,서울특별시 송파구 마천로45길 14 2층,서울특별시 송파구 마천동 135-4,매일,37.49720945,127.1501548,141,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1968,02-448-2808,2024-11-04,B553077,소상공인시장진흥공단
마천시장,상설장,서울특별시 송파구 마천로45길 23 113호,서울특별시 송파구 마천동 140-2번지,매일,37.49842506,127.1507453,65,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1973,02-409-6500,2024-11-04,B553077,소상공인시장진흥공단
풍납시장,상설장,서울특별시 송파구 바람드리길 15-1 풍납동,서울특별시 송파구 풍납동 88-61,매일,37.53803468,127.1176729,143,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+노래방,,,Y,Y,1960,02-472-2050,2024-11-04,B553077,소상공인시장진흥공단
새마을시장,상설장,서울특별시 송파구 석촌호수로12길 3-9,서울특별시 송파구 잠실동 210-33,매일,37.5087614,127.0859921,116,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1976,02-413-5757,2024-11-04,B553077,소상공인시장진흥공단
석촌시장,상설장,서울특별시 송파구 송파대로 37길 52 지층,서울특별시 송파구 석촌동 274-8 지층,매일,37.5001761,127.1065307,72,농산물+축산물+의류+음식점,,,Y,Y,1970,02-414-8784,2024-11-04,B553077,소상공인시장진흥공단
신곡종합시장,상설장,서울특별시 양천구 남부순환로79길 37,서울특별시 양천구 신월동 575-17,매일,37.5183654,126.8431968,34,농산물+축산물+가공식품+신발,,,Y,N,1976,,2024-11-04,B553077,소상공인시장진흥공단
목사랑시장 (목4동시장),상설장,서울특별시 양천구 목동중앙남로7길 8 목동,서울특별시 양천구 목동 726-18 목4동시장고객지원센터,매일,37.53762108,126.8662157,84,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,https://blog.naver.com.maksamarket,Y,Y,1972,02-2647-9191,2024-11-04,B553077,소상공인시장진흥공단
목2동시장,상설장,서울특별시 양천구 목동중앙북로 16길3,서울특별시 양천구 목동 526,매일,37.54605386,126.8738841,82,농산물+축산물+음식점,,,Y,N,1970,,2024-11-04,B553077,소상공인시장진흥공단
목동깨비시장 (목3동시장),상설장,서울특별시 양천구 목동중앙북로6길 5 목동,서울특별시 양천구 목동 617-13 목3동시장 고객지원센터,매일,37.54818867,126.8652236,98,농산물+축산물+수산물+가공식품,,,Y,Y,1970,,2024-11-04,B553077,소상공인시장진흥공단
오목교중앙시장,상설장,서울특별시 양천구 신목로4길 25 신정동,서울특별시 양천구 신정2동 119-32,매일,37.52182922,126.8769679,62,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,N,,,2024-11-04,B553077,소상공인시장진흥공단
경창시장,상설장,서울특별시 양천구 오목로9길 31,서울특별시 양천구 신월동 447-8,매일,37.52493227,126.8421197,50,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1983,02-2606-5988,2024-11-04,B553077,소상공인시장진흥공단
신영시장,상설장,서울특별시 양천구 월정로 161-5 2층,서울특별시 양천구 신월동 114-18 신영시장고객지원센터,매일,37.53301495,126.836027,106,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1981,02-2604-3319,2024-11-04,B553077,소상공인시장진흥공단
신정제일시장,상설장,서울특별시 양천구 중앙로34길 30,서울특별시 양천구 신정1동 1030-6,매일,37.52084761,126.8536892,55,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1974,02-2652-0890,2024-11-04,B553077,소상공인시장진흥공단
우성상가시장,상설장,서울특별시 양천구 지양로 78,서울특별시 양천구 신월동 928-1,매일,37.52265902,126.8335723,11,농산물+축산물+수산물+의류+신발,,,Y,Y,1988,,2024-11-04,B553077,소상공인시장진흥공단
대림중앙시장,상설장,서울특별시 영등포구 디지털로 372번지,서울특별시 영등포구 대림동 1028-4,매일,37.49037993,126.9012741,91,농산물+축산물+가공식품,,,Y,N,,,2024-11-04,B553077,소상공인시장진흥공단
영일시장,상설장,서울특별시 영등포구 문래로30길 27,서울특별시 영등포구 문래동3가 10,매일,37.51613921,126.9007199,120,농산물+축산물+음식점,,,Y,Y,1970,02-2679-6832,2024-11-04,B553077,소상공인시장진흥공단
영등포유통상가,상설장,서울특별시 영등포구 영등포로 109 당산동2가,서울특별시 영등포구 당산동2가 30-2 영등포유통상가,매일,37.52242231,126.8939355,1560,기계,,,Y,Y,1987,02-2635-7300,2024-11-04,B553077,소상공인시장진흥공단
삼구시장,상설장,서울특별시 영등포구 영등포로 219 영등포동5가,서울특별시 영등포구 영등포동5가 20-62,매일,37.52014379,126.9057597,62,생활용품,,,Y,N,1975,02-2635-4846,2024-11-04,B553077,소상공인시장진흥공단
영신상가,상설장,서울특별시 영등포구 영등포로 225 영등포동5가,서울특별시 영등포구 영등포동5가 18-1,매일,37.51991925,126.9066537,99,의류+화훼,,,Y,N,1970,02-2634-0602,2024-11-04,B553077,소상공인시장진흥공단
동남상가,상설장,서울특별시 영등포구 영등포로 37길4,서울특별시 영등포구 영등포동5가 24 동남상가아파트,매일,37.52059746,126.9056573,55,가공식품+음식점+생활용품,,,Y,N,1971,02-2635-4846,2024-11-04,B553077,소상공인시장진흥공단
보광시장,상설장,서울특별시 용산구 보광로 30,서울특별시 용산구 보광동 260-8 보광시장상가 주,매일,37.52719119,127.0002941,12,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1975,,2024-11-04,B553077,소상공인시장진흥공단
신흥시장,상설장,서울특별시 용산구 신흥로 95-9 용산동2가,서울특별시 용산구 용산동 2가 1-480,매일,37.54531838,126.9850858,64,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1969,,2024-11-04,B553077,소상공인시장진흥공단
이촌종합시장,상설장,서울특별시 용산구 이촌로75길 16-9,서울특별시 용산구 이촌동 301-53 이촌종합상가,매일,37.52073939,126.9747838,90,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1967,,2024-11-04,B553077,소상공인시장진흥공단
이태원시장,상설장,서울특별시 용산구 이태원로14길 6,서울특별시 용산구 이태원동 56-9 이태원시장,매일,37.53382214,126.9900549,105,의류,,,Y,N,1960,,2024-11-04,B553077,소상공인시장진흥공단
후암시장,상설장,서울특별시 용산구 한강대로104길 77,서울특별시 용산구 후암동 103,매일,37.55038071,126.9766339,43,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1954,02-754-5117,2024-11-04,B553077,소상공인시장진흥공단
만리시장,상설장,서울특별시 용산구 효창원로 270 서계동,서울특별시 용산구 서계동 260-1 만리시장,매일,37.55133241,126.963696,34,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1968,,2024-11-04,B553077,소상공인시장진흥공단
대조시장,상설장,서울특별시 은평구 불광로 13,서울특별시 은평구 대조동 12-3,매일,37.60985344,126.9277428,58,농산물+축산물+수산물+가공식품,,,Y,Y,1976,02-382-5599,2024-11-04,B553077,소상공인시장진흥공단
연서시장,상설장,서울특별시 은평구 연서로 247 불광동,서울특별시 은평구 불광동 310-4,매일,37.61969094,126.9221945,88,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1963,,2024-11-04,B553077,소상공인시장진흥공단
신응암시장,상설장,서울특별시 은평구 응암로22길3-1,서울특별시 은평구 응암동 427-130,매일,37.59390904,126.9186997,36,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,https://www.instagram.com/neweungammarket/,Y,Y,2011,02-389-3330,2024-11-04,B553077,소상공인시장진흥공단
대림시장,상설장+5일장,서울특별시 은평구 응암로4길 22,서울특별시 은평구 응암동 754-1,5일+10일,37.58679729,126.9177421,64,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1979,02-302-1666,2024-11-04,B553077,소상공인시장진흥공단
증산종합시장,상설장,서울특별시 은평구 증산로3길 12,서울특별시 은평구 증산동 184-9,매일,37.58146516,126.9050598,57,가공식품+음식점,,,Y,Y,1971,02-373-5990,2024-11-04,B553077,소상공인시장진흥공단
제일시장,상설장,서울특별시 은평구 통일로 731 대조동,서울특별시 은평구 대조동 14-1,매일,37.61062032,126.9294636,51,의류+신발,,,Y,N,1970,,2024-11-04,B553077,소상공인시장진흥공단
신설종합시장,상설장,서울특별시 종로구 난계로27길 51,서울특별시 종로구 숭인동 206-9 신설종합시장,매일,37.57266283,127.0203419,161,원단 부자재,,,Y,N,1971,,2024-11-04,B553077,소상공인시장진흥공단
통인시장,상설장,서울특별시 종로구 자하문로 15길 18,서울특별시 종로구 통인동 10-3,매일,37.5807607,126.9699423,74,농산물+축산물+가공식품+음식점,,,Y,N,1960,02-722-0911,2024-11-04,B553077,소상공인시장진흥공단
